,Actor Name,Profit,Movies
86,John Cleese,"$6,269,462,308","Harry Potter and the Sorcerer's Stone,Shrek 2,Harry Potter and the Chamber of Secrets,Shrek the Third,Shrek Forever After,Die Another Day,The World Is Not Enough,Trolls,Charlie's Angels: Full Throttle,Planes,The Day the Earth Stood Still"
87,Carrie Fisher,"$6,265,249,060","Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IV - A New Hope,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode VI - Return of the Jedi"
88,Tom Hiddleston,"$6,259,506,597","Avengers: Infinity War,The Avengers,Thor: Ragnarok,Thor: The Dark World,Kong: Skull Island,Thor,War Horse"
89,Josh Gad,"$6,241,729,128","Frozen II,Frozen,Beauty and the Beast,Ice Age: Continental Drift,Murder on the Orient Express,The Angry Birds Movie,Pixels,A Dog's Purpose,Ghostbusters: Afterlife"
90,Djimon Hounsou,"$6,202,103,008","Furious 7,Captain Marvel,Guardians of the Galaxy,How to Train Your Dragon 2,Gladiator,Shazam!,The Legend of Tarzan,A Quiet Place Part II,Eragon,Constantine,Stargate"
91,Evangeline Lilly,"$6,159,985,270","Avengers: Endgame,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,Ant-Man and the Wasp,Ant-Man,Real Steel"
92,Steve Carell,"$6,159,533,464","Minions,Despicable Me 3,Despicable Me 2,Minions: The Rise of Gru,Despicable Me,Bruce Almighty,Over the Hedge,Horton Hears a Who!,Get Smart,The 40-Year-Old Virgin"
93,Brendan Gleeson,"$6,076,160,878","Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Order of the Phoenix,Harry Potter and the Goblet of Fire,Mission: Impossible II,Troy,Edge of Tomorrow,The Smurfs 2,Assassin's Creed,Paddington 2,Kingdom of Heaven,Braveheart,Safe House,Beowulf,Gangs of New York"
94,Frank Oz,"$6,065,886,912","Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode III - Revenge of the Sith,Inside Out,Star Wars: Episode II - Attack of the Clones,Monsters,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode VI - Return of the Jedi,Knives Out"
95,Jack Black,"$6,050,300,178","Jumanji: Welcome to the Jungle,Jumanji: The Next Level,Kung Fu Panda 2,Kung Fu Panda,King Kong,Kung Fu Panda 3,Ice Age,Shark Tale,Waterworld,Enemy of the State,Gulliver's Travels,The Holiday,Tropic Thunder"
96,Gwyneth Paltrow,"$6,037,968,246","The Avengers,Iron Man 3,Spider-Man: Homecoming,Iron Man 2,Iron Man,Se7en,Hook,Austin Powers in Goldmember,Shakespeare in Love"
97,Anne Hathaway,"$5,991,950,659","The Dark Knight Rises,Alice in Wonderland,Interstellar,Rio 2,Rio,Les Misérables,The Devil Wears Prada,Alice Through the Looking Glass,Ocean's Eight,Get Smart,Valentine's Day,The Intern,Brokeback Mountain"
98,Cameron Diaz,"$5,990,230,010","Shrek 2,Shrek the Third,Shrek Forever After,Shrek,There's Something About Mary,The Mask,My Best Friend's Wedding,Charlie's Angels,Charlie's Angels: Full Throttle,The Green Hornet,What Happens in Vegas,Bad Teacher,The Holiday,Vanilla Sky,The Other Woman,Gangs of New York"
99,Emma Thompson,"$5,957,818,884","Beauty and the Beast,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Men in Black 3,I Am Legend,Brave,Men in Black: International,Dolittle,Love Actually,Cruella,Bridget Jones's Baby"
100,Angelina Jolie,"$5,956,070,837","Maleficent,Kung Fu Panda 2,Kung Fu Panda,Kung Fu Panda 3,Maleficent: Mistress of Evil,Mr. & Mrs. Smith,Eternals,Shark Tale,Wanted,Salt,The Tourist,Lara Croft: Tomb Raider,Gone in 60 Seconds,Beowulf"
101,Matt Damon,"$5,934,690,823","Interstellar,The Martian,Saving Private Ryan,Ocean's Eleven,The Bourne Ultimatum,Jason Bourne,Ocean's Twelve,The Great Wall,Ocean's Thirteen,The Departed,The Bourne Supremacy,Elysium,True Grit,Good Will Hunting,Ford v Ferrari,The Bourne Identity"
102,Marisa Tomei,"$5,904,915,180","Spider-Man: No Way Home,Captain America: Civil War,Spider-Man: Far from Home,Spider-Man: Homecoming,What Women Want,Wild Hogs,Anger Management"
103,Hugh Jackman,"$5,876,407,955","X-Men: Days of Future Past,Logan,X-Men: The Last Stand,Les Misérables,The Greatest Showman,The Wolverine,X2: X-Men United,Happy Feet,X-Men Origins: Wolverine,Rise of the Guardians,Van Helsing,Real Steel,X-Men,Australia,Flushed Away"
104,Seth Rogen,"$5,871,430,283","The Lion King,Shrek the Third,Kung Fu Panda 2,Kung Fu Panda,Kung Fu Panda 3,Monsters vs. Aliens,Horton Hears a Who!,Neighbors,The Green Hornet,Knocked Up,The 40-Year-Old Virgin"
105,Judi Dench,"$5,777,969,634","Skyfall,Pirates of the Caribbean: On Stranger Tides,Casino Royale,Quantum of Solace,Die Another Day,The World Is Not Enough,Murder on the Orient Express,GoldenEye,Tomorrow Never Dies,Miss Peregrine's Home for Peculiar Children,Shakespeare in Love"
106,Naomie Harris,"$5,725,472,096","Skyfall,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: At World's End,Spectre,No Time to Die,Venom: Let There Be Carnage,Rampage,007"
107,Daniel Craig,"$5,715,644,070","Skyfall,Spectre,No Time to Die,Casino Royale,Quantum of Solace,The Adventures of Tintin,The Golden Compass,Knives Out,Lara Croft: Tomb Raider,The Girl with the Dragon Tattoo,Road to Perdition,007"
108,Tobey Maguire,"$5,703,000,911","Spider-Man: No Way Home,Spider-Man 3,Spider-Man,Spider-Man 2,The Boss Baby,The Great Gatsby,Cats & Dogs,Tropic Thunder"
109,T. J. Miller,"$5,688,661,741","Transformers: Age of Extinction,Deadpool 2,Deadpool,Big Hero 6,How to Train Your Dragon 2,Ready Player One,How to Train Your Dragon,Gulliver's Travels,The Emoji Movie,Yogi Bear"
110,Martin Freeman,"$5,684,398,617","Black Panther,Captain America: Civil War,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,Love Actually"
111,Ian Holm,"$5,677,768,723","The Lord of the Rings: The Return of the King,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Fellowship of the Ring,Ratatouille,The Day After Tomorrow,The Fifth Element,The Aviator"
112,Ben Stiller,"$5,661,348,504","Madagascar 3: Europe's Most Wanted,Madagascar: Escape 2 Africa,Night at the Museum,Madagascar,Meet the Fockers,Night at the Museum: Battle of the Smithsonian,There's Something About Mary,Night at the Museum: Secret of the Tomb,Meet the Parents,Megamind,Little Fockers,Tropic Thunder,The Secret Life of Walter Mitty,Along Came Polly"
113,Domhnall Gleeson,"$5,613,093,305","Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,The Revenant,Peter Rabbit,True Grit"
114,Christopher Knights,"$5,571,367,197","Shrek 2,Shrek the Third,Shrek Forever After,Madagascar 3: Europe's Most Wanted,Madagascar: Escape 2 Africa,Madagascar,Shrek,Penguins of Madagascar,Megamind"
115,Ewan McGregor,"$5,555,049,216","Beauty and the Beast,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,Angels & Demons,Robots,Birds of Prey,The Impossible,Christopher Robin,Jack the Giant Slayer,Moulin Rouge!"
116,Jack Angel,"$5,543,889,790","Toy Story 3,Despicable Me 2,Monsters,Aladdin,Toy Story 2,Tarzan,Toy Story,Noah,The Lorax,Who Framed Roger Rabbit,The Hunchback of Notre Dame,Horton Hears a Who!"
117,Will Arnett,"$5,430,705,848","Minions: The Rise of Gru,Ice Age: The Meltdown,Ratatouille,Despicable Me,Teenage Mutant Ninja Turtles,The Lego Movie,Monsters vs. Aliens,The Lego Batman Movie,Horton Hears a Who!,G-Force,Teenage Mutant Ninja Turtles: Out of the Shadows,The Lego Movie 2: The Second Part"
118,Cobie Smulders,"$5,428,696,966","The Avengers,Avengers: Age of Ultron,Spider-Man: Far from Home,Captain America: The Winter Soldier,The Lego Movie,The Lego Movie 2: The Second Part"
119,BD Wong,"$5,393,940,395","Jurassic World,Jurassic World: Fallen Kingdom,Jurassic Park,Jurassic World Dominion,Mulan"
120,Ciarán Hinds,"$5,390,883,912","Frozen II,Harry Potter and the Deathly Hallows: Part 2,Frozen,Justice League,John Carter,The Sum of All Fears,Road to Perdition"
121,Bruce Willis,"$5,387,688,485","The Sixth Sense,Armageddon,Live Free or Die Hard,G.I. Joe: Retaliation,Die Hard with a Vengeance,Ocean's Twelve,Over the Hedge,The Expendables 2,A Good Day to Die Hard,Look Who's Talking,The Fifth Element,Unbreakable,Glass,Die Hard 2,Pulp Fiction,RED"
122,Brad Pitt,"$5,375,931,094","World War Z,Troy,Mr. & Mrs. Smith,Ocean's Eleven,Once Upon a Time in Hollywood,Ocean's Twelve,The Curious Case of Benjamin Button,Se7en,Megamind,Inglourious Basterds,Ocean's Thirteen,Bullet Train,Interview with the Vampire: The Vampire Chronicles,Fury,The Lost City,12 Years a Slave"
123,Rene Russo,"$5,369,701,297","Avengers: Endgame,Thor: The Dark World,Thor,Lethal Weapon 3,Ransom,Lethal Weapon 4,The Intern,Outbreak,In the Line of Fire"
124,Jeffrey Wright,"$5,357,076,953","The Hunger Games: Catching Fire,No Time to Die,The Batman,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 2,Casino Royale,Quantum of Solace,The Good Dinosaur"
125,Carlos Alazraqui,"$5,343,675,474","Minions,Despicable Me 3,Inside Out,The Grinch,Happy Feet,A Bug's Life,The SpongeBob Movie: Sponge Out of Water,Planes,Planes,Lightyear"
126,Jamie Foxx,"$5,324,403,798","Spider-Man: No Way Home,The Amazing Spider-Man 2,Rio 2,Rio,Django Unchained,Baby Driver,Collateral,Valentine's Day,Due Date,Horrible Bosses,White House Down"
127,Jennifer Lawrence,"$5,301,342,633","The Hunger Games: Catching Fire,The Hunger Games: Mockingjay - Part 1,X-Men: Days of Future Past,The Hunger Games,The Hunger Games: Mockingjay - Part 2,X-Men: Apocalypse,Passengers,X-Men: Dark Phoenix,American Hustle,Silver Linings Playbook"
128,Bill Nighy,"$5,299,174,519","Pirates of the Caribbean: Dead Man's Chest,Harry Potter and the Deathly Hallows: Part 1,Pirates of the Caribbean: At World's End,Pokémon Detective Pikachu,Wrath of the Titans,G-Force,Rango,Love Actually,Valkyrie,Total Recall,Jack the Giant Slayer,Flushed Away"
129,Michael Beattie,"$5,282,135,872","Minions,Despicable Me 3,Minions: The Rise of Gru,The Secret Life of Pets,The Grinch,The Secret Life of Pets 2,The Lorax"
130,John Turturro,"$5,274,156,122","Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,The Batman,Transformers,Transformers: The Last Knight,Cars 2,Exodus: Gods and Kings,You Don't Mess with the Zohan,Anger Management"
131,David Wenham,"$5,231,294,806","The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,Pirates of the Caribbean: Dead Men Tell No Tales,300,Peter Rabbit,300: Rise of an Empire,Van Helsing,Elvis,Public Enemies,Australia,Moulin Rouge!"
132,Jenny Slate,"$5,224,531,732","Despicable Me 3,Zootopia,The Secret Life of Pets,Venom,The Secret Life of Pets 2,The Lorax,Alvin and the Chipmunks: Chipwrecked,The Lego Batman Movie"
133,Julie Walters,"$5,218,464,472","Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Mamma Mia!,Brave,Mamma Mia! Here We Go Again,Mary Poppins Returns,Paddington,Paddington 2,Gnomeo & Juliet"
134,Patrick Stewart,"$5,195,510,084","Doctor Strange in the Multiverse of Madness,X-Men: Days of Future Past,Logan,Ted,X-Men: The Last Stand,X2: X-Men United,Chicken Little,X-Men,The Prince of Egypt,The Emoji Movie,Ted 2,Gnomeo & Juliet"
135,Daisy Ridley,"$5,180,659,956","Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,Murder on the Orient Express,Peter Rabbit"
136,Ben Affleck,"$5,172,663,367","Batman v Superman: Dawn of Justice,Suicide Squad,Justice League,Armageddon,Pearl Harbor,Gone Girl,Shakespeare in Love,Argo,Good Will Hunting,Fahrenheit 9/11,The Sum of All Fears,Daredevil,He's Just Not That Into You"
137,Ken Jeong,"$5,170,662,974","Transformers: Dark of the Moon,Despicable Me 2,The Hangover Part II,Despicable Me,The Hangover,Penguins of Madagascar,The Hangover Part III,Turbo,Crazy Rich Asians,Knocked Up"
138,Chris Miller,"$5,147,976,468","Shrek 2,Madagascar 3: Europe's Most Wanted,Madagascar: Escape 2 Africa,Puss in Boots,Madagascar,The Boss Baby,Shrek,Monsters vs. Aliens,Penguins of Madagascar"
139,Laurence Fishburne,"$5,131,590,734","Batman v Superman: Dawn of Justice,The Matrix Reloaded,Man of Steel,Ant-Man and the Wasp,The Matrix,The Matrix Revolutions,Mission: Impossible III,John Wick: Chapter 3 - Parabellum,Passengers,Fantastic Four: Rise of the Silver Surfer"
140,Peter Dinklage,"$5,129,527,794","Avengers: Infinity War,Ice Age: Continental Drift,X-Men: Days of Future Past,The Chronicles of Narnia: Prince Caspian,The Angry Birds Movie,Pixels,Elf,The Croods: A New Age"
141,Ludacris,"$5,128,745,322","Furious 7,The Fate of the Furious,Fast & Furious 6,F9: The Fast Saga,Fast Five,2 Fast 2 Furious"
142,Antonio Banderas,"$5,120,452,803","Shrek 2,Shrek the Third,Shrek Forever After,Puss in Boots,Uncharted,The SpongeBob Movie: Sponge Out of Water,Dolittle,The Mask of Zorro,Interview with the Vampire: The Vampire Chronicles,The Expendables 3,Philadelphia,Spy Kids 3: Game Over"
143,Elijah Wood,"$5,075,758,622","The Lord of the Rings: The Return of the King,The Hobbit: An Unexpected Journey,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Happy Feet,Deep Impact,Back to the Future Part II"
144,Steve Buscemi,"$5,055,619,616","Monsters University,Monsters,Armageddon,Hotel Transylvania 3: Summer Vacation,The Boss Baby,Hotel Transylvania 2,Hotel Transylvania,G-Force,Grown Ups,Grown Ups 2,Big Daddy,Con Air,Pulp Fiction,Spy Kids 3: Game Over,I Now Pronounce You Chuck & Larry"
145,Jude Law,"$5,032,701,844","Captain Marvel,Fantastic Beasts: The Crimes of Grindelwald,Sherlock Holmes: A Game of Shadows,Sherlock Holmes,Fantastic Beasts: The Secrets of Dumbledore,Rise of the Guardians,A.I. Artificial Intelligence,Spy,The Aviator,A Series of Unfortunate Events,The Holiday,Hugo,Road to Perdition"
146,Judy Greer,"$5,030,893,378","Jurassic World,Dawn of the Planet of the Apes,Ant-Man and the Wasp,Ant-Man,War for the Planet of the Apes,What Women Want,Halloween,Tomorrowland,The Descendants"
147,Mike Myers,"$5,007,400,447","Shrek 2,Bohemian Rhapsody,Shrek the Third,Shrek Forever After,Shrek,Inglourious Basterds,Austin Powers: The Spy Who Shagged Me,Austin Powers in Goldmember,Wayne's World"
148,Zendaya,"$4,979,790,687","Spider-Man: No Way Home,Spider-Man: Far from Home,Spider-Man: Homecoming,The Greatest Showman,Dune,Smallfoot"
149,Robin Williams,"$4,947,217,388","Night at the Museum,Aladdin,Mrs. Doubtfire,Night at the Museum: Battle of the Smithsonian,Happy Feet,Night at the Museum: Secret of the Tomb,Hook,Jumanji,Robots,A.I. Artificial Intelligence,Dead Poets Society,Good Will Hunting,Patch Adams,The Birdcage,Flubber,The Butler"
150,Conrad Vernon,"$4,944,748,152","Shrek 2,Madagascar 3: Europe's Most Wanted,Madagascar: Escape 2 Africa,Puss in Boots,Madagascar,The Boss Baby,Shrek,Penguins of Madagascar,Flushed Away"
151,Eddie Murphy,"$4,943,186,296","Shrek 2,Shrek the Third,Shrek Forever After,Shrek,Beverly Hills Cop,Mulan,Beverly Hills Cop II,Doctor Dolittle,Coming to America,The Nutty Professor,The Haunted Mansion"
152,Kevin McNally,"$4,935,985,411","Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: The Curse of the Black Pearl,Entrapment,Valkyrie"
153,Toby Jones,"$4,923,195,200","Jurassic World: Fallen Kingdom,The Hunger Games: Catching Fire,Captain America: The Winter Soldier,The Hunger Games,Snow White and the Huntsman,The Adventures of Tintin,Captain America: The First Avenger,Christopher Robin"
154,Kurt Russell,"$4,922,962,489","Furious 7,The Fate of the Furious,Guardians of the Galaxy Vol. 2,F9: The Fast Saga,Vanilla Sky,Stargate,Poseidon"
155,Natalie Portman,"$4,920,424,128","Star Wars: Episode I - The Phantom Menace,Star Wars: Episode III - Revenge of the Sith,Thor: Love and Thunder,Star Wars: Episode II - Attack of the Clones,Thor: The Dark World,Thor,Black Swan,Heat"
156,Sean Bean,"$4,913,445,154","The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Martian,Troy,GoldenEye,National Treasure,Pixels,Percy Jackson & the Olympians: The Lightning Thief,Flightplan,Jupiter Ascending,Mirror Mirror,Patriot Games"
157,Keegan-Michael Key,"$4,912,021,850","The Lion King,Toy Story 4,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 2,The Angry Birds Movie,Just Go with It,Due Date,Tomorrowland,Storks"
158,Christian Bale,"$4,897,667,606","The Dark Knight Rises,The Dark Knight,Thor: Love and Thunder,Batman Begins,Terminator Salvation,Pocahontas,Exodus: Gods and Kings,American Hustle,Ford v Ferrari,Public Enemies"
159,Tessa Thompson,"$4,879,818,066","Avengers: Endgame,Thor: Ragnarok,Thor: Love and Thunder,Men in Black: International,Creed II"
160,Hannibal Buress,"$4,874,653,472","Spider-Man: No Way Home,Spider-Man: Homecoming,The Secret Life of Pets,The Secret Life of Pets 2,The Angry Birds Movie,Daddy's Home,Baywatch"
161,Alec Baldwin,"$4,870,900,751","Mission: Impossible - Fallout,Mission: Impossible - Rogue Nation,Madagascar: Escape 2 Africa,The Boss Baby,Pearl Harbor,Rise of the Guardians,The Departed,It's Complicated,The Aviator,Fun with Dick and Jane,Cats & Dogs,The Hunt for Red October,Along Came Polly"
162,Joonas Suotamo,"$4,869,294,616","Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode IX - The Rise of Skywalker,Solo: A Star Wars Story"
163,James Earl Jones,"$4,860,570,724","The Lion King,The Lion King,Star Wars: Episode IV - A New Hope,Star Wars: Episode VI - Return of the Jedi,Coming to America,Clear and Present Danger,The Hunt for Red October,Patriot Games"
